date,City/Place,district,urban_tier,country,property_type,furnishing_status,price,bedrooms,bathrooms,floors,sqft_living,sqft_ground_floor,sqft_above_ground_floor,area_cents,yr_built,yr_renovated,view,condition,distance_city_center_km,distance_school_km,distance_hospital_km,parking,builder_reputation_score,place,nearest_it_park_distance_km,nearest_airport_distance_km,nearest_bus_station_distance_km,nearest_mall_distance_km,school_rating,hospital_rating,crime_index,future_development_score,latitude,longitude
2024-05-02,Wayanad,Palakkad,3,India,Villa,Semi-Furnished,26870238,6,5.0,1,4771,4771,0,33.82,1995,0,4.0,5,12.5,10.0,12.9,Yes,7.0,Ottapalam,18.4,64.4,10.0,25.7,7.1,7.2,7.6,7.1,10.749345,76.766916
2023-04-30,Wayanad,Thrissur,3,India,Villa,Fully Furnished,20389622,6,5.0,3,3947,1316,2631,15.9,2012,0,1.0,4,12.5,10.0,12.5,Yes,7.0,Wadakkanchery,4.8,51.4,19.3,22.4,8.8,9.7,1.8,5.3,10.431436,76.138422
2024-06-14,Kottayam,Kasaragod,1,India,Apartment,Fully Furnished,12050828,3,2.0,1,1782,1782,0,6.79,2006,0,3.0,2,3.1,2.8,3.0,Yes,6.5,Kanhangad,6.3,31.7,15.5,12.9,6.4,5.5,7.2,7.7,12.551466,74.958432
2023-11-29,Kottayam,Kannur,1,India,Apartment,Unfurnished,18677008,4,3.0,1,2500,2500,0,27.71,1995,0,3.0,2,4.5,4.0,4.4,Yes,6.1,Payyannur,48.1,78.1,5.5,29.1,8.9,5.7,1.8,8.0,11.86959,75.356925
2023-09-03,Malappuram,Thiruvananthapuram,1,India,Apartment,Fully Furnished,11552448,3,3.0,1,2111,2111,0,8.13,1988,0,4.0,4,4.3,4.0,4.1,Yes,4.0,Pattom,45.5,28.4,12.5,20.5,3.5,6.8,4.1,7.7,8.547006,77.052599
2024-08-15,Kochi,Malappuram,1,India,Independent House,Fully Furnished,38934877,5,5.0,3,3757,1252,2505,29.44,2015,0,0.0,2,4.9,4.0,4.9,Yes,5.7,Tirur,35.1,72.8,4.4,27.9,5.0,4.5,1.4,5.4,11.047247,76.131515
2024-06-14,Kozhikode,Alappuzha,1,India,Villa,Semi-Furnished,6183520,1,1.0,1,771,771,0,11.4,1990,0,2.0,4,1.9,1.8,2.4,Yes,5.9,Kuttanad,13.7,48.2,4.6,22.0,7.5,3.8,7.8,3.5,9.325986,76.326103
2024-05-10,Alappuzha,Malappuram,1,India,Apartment,Unfurnished,16589446,3,3.0,1,2077,2077,0,20.21,2016,0,1.0,5,1.3,1.8,1.4,Yes,5.1,Ponnani,48.5,4.9,3.9,21.5,8.4,6.6,6.2,7.5,10.972542,75.982495
2024-11-30,Thrissur,Idukki,1,India,Villa,Semi-Furnished,25920735,6,5.0,1,4220,4220,0,29.45,1990,0,0.0,5,3.3,3.5,3.0,Yes,6.2,Peerumade,39.0,69.1,4.0,6.9,3.5,9.7,5.1,1.3,9.779748,76.94327
2023-04-18,Kochi,Alappuzha,1,India,Villa,Fully Furnished,46767078,6,5.0,2,4457,2228,2229,14.37,1997,0,1.0,2,5.9,4.0,5.0,Yes,7.2,Cherthala,36.0,61.5,10.1,12.9,7.3,6.4,8.2,8.6,9.563272,76.223889
2025-03-13,Wayanad,Ernakulam,3,India,Independent House,Semi-Furnished,13346849,4,3.0,2,3028,1514,1514,20.7,2019,0,,4,11.7,10.0,11.9,,9.9,Palarivattom,22.7,52.1,6.3,19.3,8.4,5.7,8.1,8.8,9.982451,76.251266
2024-02-08,Alappuzha,Thrissur,1,India,Villa,Unfurnished,15510964,4,3.0,2,2989,1494,1495,17.46,2013,0,2.0,5,3.5,3.1,3.6,No,6.8,Ollur,14.0,49.9,15.6,24.9,3.9,3.6,6.4,4.5,10.493786,76.290221
2023-01-04,Palakkad,Kasaragod,1,India,Independent House,Unfurnished,16098744,3,3.0,3,2408,803,1605,10.42,2017,2021,4.0,5,5.5,4.0,5.0,Yes,7.0,Bekal,5.3,19.1,17.9,27.4,4.0,6.9,1.0,4.1,12.543049,75.096992
2025-06-17,Kozhikode,Kollam,1,India,Apartment,Unfurnished,17907885,4,3.0,1,2500,2500,0,12.01,1998,0,3.0,4,2.3,2.0,2.8,No,6.4,Anchal,45.2,18.7,9.9,2.9,6.6,6.5,10.0,2.6,8.87764,76.534325
2023-08-20,Kollam,Kannur,1,India,Independent House,Fully Furnished,6972082,2,2.0,1,1157,1157,0,14.67,2000,0,2.0,5,4.8,4.0,4.5,No,3.0,Kannur,23.1,4.3,4.0,21.6,6.0,5.9,9.2,8.6,11.852091,75.3894
2023-02-14,Alappuzha,Thiruvananthapuram,1,India,Villa,Semi-Furnished,11662492,3,3.0,1,1805,1805,0,17.21,2007,0,4.0,4,2.4,2.5,2.6,Yes,6.5,Sreekaryam,10.5,14.0,20.0,8.3,6.0,8.3,5.3,1.3,8.534126,76.853249
2023-05-22,Wayanad,Ernakulam,3,India,Apartment,Unfurnished,18651512,4,3.0,1,2500,2500,0,10.26,1989,0,4.0,4,10.7,10.0,11.1,Yes,6.6,Panampilly Nagar,15.6,28.2,1.1,21.4,9.1,4.6,8.8,4.7,9.987239,76.308258
2024-02-24,Thrissur,Ernakulam,1,India,Villa,Fully Furnished,37517518,6,5.0,2,4338,2169,2169,25.45,2014,2023,1.0,5,1.7,1.4,1.8,Yes,10.0,Mattancherry,29.2,44.2,11.1,9.9,3.5,8.7,4.1,5.8,10.181398,76.440148
2025-05-16,Kozhikode,Kollam,1,India,Villa,Semi-Furnished,39492531,5,5.0,2,3827,1914,1913,13.76,2003,0,3.0,2,4.5,4.0,4.4,Yes,6.2,Kollam,9.3,12.2,4.5,17.3,8.2,8.5,2.7,4.8,8.821741,76.567009
2024-11-15,Palakkad,Alappuzha,1,India,Apartment,Semi-Furnished,15019715,4,3.0,1,2500,2500,0,7.72,2014,0,0.0,5,3.7,3.8,3.7,Yes,7.0,Alappuzha,42.9,45.5,18.8,16.0,8.7,3.6,4.1,8.6,9.372925,76.282743
2024-08-26,Malappuram,Alappuzha,1,India,Villa,Fully Furnished,5791590,2,1.0,1,1268,1268,0,14.68,2013,0,0.0,4,3.1,3.5,2.8,Yes,6.4,Cherthala,38.0,22.5,6.6,26.2,5.7,9.8,8.2,2.3,9.515248,76.426468
2024-04-22,Kozhikode,Wayanad,1,India,Villa,Unfurnished,16595659,3,2.0,1,2236,2236,0,13.5,2019,0,0.0,5,4.5,4.0,4.2,Yes,4.4,Meenangadi,36.1,21.8,19.2,19.8,7.8,4.6,1.4,3.7,11.621673,76.077668
2023-03-24,Kozhikode,Palakkad,1,India,Independent House,Fully Furnished,23753343,4,4.0,2,2604,1302,1302,28.92,1985,0,0.0,5,2.9,2.8,3.1,Yes,8.6,Palakkad,21.9,75.9,19.5,7.7,7.1,6.5,9.1,7.9,10.608217,76.636987
2024-03-16,Kannur,Alappuzha,1,India,Independent House,Unfurnished,5081358,2,2.0,2,1121,560,561,7.06,2004,0,0.0,2,4.8,4.0,4.6,No,7.9,Chengannur,31.6,79.4,18.9,19.1,4.9,5.5,9.1,2.9,9.405007,76.287645
2023-04-23,Kannur,Kannur,1,India,Apartment,Unfurnished,11250920,3,3.0,1,1798,1798,0,15.42,2000,0,1.0,3,3.1,3.4,2.7,Yes,7.9,Payyannur,29.4,65.3,15.9,19.4,6.6,7.2,2.0,3.6,11.799851,75.362459
2024-12-20,Kottayam,Thiruvananthapuram,1,India,Apartment,Fully Furnished,17122505,4,4.0,1,2500,2500,0,14.96,2009,0,1.0,3,4.0,4.0,4.5,Yes,4.9,Pattom,32.7,6.2,14.9,11.2,3.4,6.8,4.5,8.8,8.379382,76.822636
2023-02-16,Wayanad,Kollam,3,India,Independent House,Semi-Furnished,8072895,3,3.0,2,1951,976,975,26.93,2004,0,4.0,5,13.0,10.0,12.7,No,9.0,Kottarakkara,4.7,58.8,19.1,8.3,8.7,9.9,8.1,2.6,9.06034,76.487006
2025-02-03,Kochi,Malappuram,1,India,Villa,Unfurnished,15353649,3,4.0,2,1976,988,988,24.31,2022,0,1.0,2,4.4,4.0,4.8,Yes,4.0,Tirur,21.1,15.9,4.6,27.3,3.4,9.4,9.7,1.1,10.952257,76.226953
2025-01-28,Alappuzha,Kottayam,1,India,Independent House,Unfurnished,16162206,5,5.0,2,3218,1609,1609,28.31,1998,0,3.0,3,3.3,3.7,3.7,Yes,7.6,Vaikom,2.6,46.4,16.2,5.0,5.0,4.8,8.3,2.4,9.822405,76.426275
2024-03-26,Kollam,Kottayam,1,India,Villa,Unfurnished,35696451,6,5.0,1,4808,4808,0,14.02,2017,0,4.0,4,1.1,1.0,0.8,Yes,10.0,Changanassery,25.0,71.7,2.4,4.7,5.9,5.4,2.4,6.3,9.56054,76.547324
2023-11-18,Alappuzha,Alappuzha,1,India,Independent House,Semi-Furnished,21307091,4,3.0,1,3008,3008,0,21.69,1999,0,1.0,3,1.1,1.4,1.3,Yes,4.7,Cherthala,16.8,31.7,7.4,17.9,6.5,9.2,3.7,1.7,9.628296,76.251051
2024-08-19,Palakkad,Thiruvananthapuram,1,India,Independent House,Semi-Furnished,16693296,4,4.0,2,2741,1370,1371,20.09,2004,0,4.0,5,3.3,3.4,3.8,Yes,5.5,Sreekaryam,7.7,74.4,8.2,9.6,6.7,7.4,4.3,9.0,8.500378,77.002187
2023-07-10,Kottayam,Thiruvananthapuram,1,India,Villa,Unfurnished,19395100,3,2.0,2,1796,898,898,17.26,1986,0,3.0,3,2.1,2.3,1.6,Yes,6.7,Technopark,5.6,57.3,19.9,15.4,7.2,8.5,3.4,3.9,8.554781,76.909908
2024-07-07,Thrissur,Thiruvananthapuram,1,India,Independent House,Fully Furnished,30321688,4,4.0,1,2749,2749,0,29.17,2020,0,0.0,3,2.9,3.2,2.7,Yes,5.6,Kazhakkoottam,29.6,25.5,6.6,8.4,9.4,7.0,5.4,6.0,8.509294,76.830008
2024-06-11,Alappuzha,Ernakulam,1,India,Independent House,Fully Furnished,31406135,6,5.0,1,4061,4061,0,32.26,2014,0,2.0,3,2.3,2.5,2.7,Yes,3.7,Kothamangalam,8.9,9.4,11.2,11.4,6.3,9.6,6.1,6.3,9.960946,76.268689
2023-09-14,Kottayam,Idukki,1,India,Villa,Fully Furnished,17493702,4,4.0,1,2834,2834,0,24.79,1988,0,3.0,5,3.7,3.3,3.3,No,6.6,Munnar,46.3,65.6,12.7,12.5,7.6,6.7,6.7,6.2,9.868574,76.925574
2024-03-02,Palakkad,Ernakulam,1,India,Villa,Semi-Furnished,4259482,1,1.0,1,721,721,0,16.02,2018,0,1.0,3,4.3,3.9,4.4,Yes,4.6,Tripunithura,29.3,37.7,13.6,17.1,3.6,6.6,2.2,9.0,10.017723,76.371017
2023-04-04,Thiruvananthapuram,Pathanamthitta,1,India,Villa,Semi-Furnished,9716877,2,1.0,1,1291,1291,0,9.94,2013,0,3.0,4,4.8,4.0,4.9,Yes,7.4,Mallappally,17.7,7.7,2.6,2.8,8.9,4.3,2.0,8.7,9.272434,76.818141
2024-08-31,Kottayam,Alappuzha,1,India,Villa,Semi-Furnished,24868290,5,4.0,2,3335,1668,1667,23.66,2012,0,0.0,2,1.1,1.3,0.8,Yes,4.8,Haripad,29.8,10.0,11.3,13.2,5.4,4.9,7.7,6.7,9.494252,76.330007
2023-05-15,Kannur,Alappuzha,1,India,Independent House,Unfurnished,3364169,1,1.0,1,646,646,0,10.11,2013,0,0.0,3,4.3,4.0,4.1,Yes,9.3,Kayamkulam,1.6,77.4,12.8,20.8,7.1,9.7,9.7,1.7,9.432275,76.35532
2024-03-26,Palakkad,Kottayam,1,India,Apartment,Unfurnished,6031827,2,2.0,1,1201,1201,0,25.65,2003,0,3.0,2,4.5,4.0,4.9,Yes,5.1,Pala,47.9,21.0,18.1,21.4,9.9,7.4,5.3,1.8,9.582217,76.687453
2024-04-09,Alappuzha,Kollam,1,India,Villa,Unfurnished,15672318,3,3.0,1,2061,2061,0,10.11,1992,0,1.0,2,4.0,4.0,3.6,Yes,5.9,Punalur,24.4,77.4,19.2,8.5,8.3,6.3,8.3,7.7,9.015868,76.620868
2023-10-01,Kollam,Pathanamthitta,1,India,Villa,Semi-Furnished,23961624,6,5.0,3,4283,1428,2855,15.37,1985,0,3.0,2,5.1,4.0,4.9,Yes,8.0,Ranni,39.2,55.1,4.9,16.5,5.8,8.6,2.0,6.4,9.198955,76.701007
2025-05-25,Kannur,Pathanamthitta,1,India,Independent House,Unfurnished,30546558,5,5.0,3,3650,1217,2433,17.13,2001,0,1.0,3,1.1,0.6,1.4,No,4.3,Adoor,4.6,25.4,4.4,11.8,6.2,9.3,3.0,9.3,9.355291,76.81102
2024-09-03,Kollam,Alappuzha,1,India,Independent House,Unfurnished,6315378,2,2.0,1,1480,1480,0,5.68,1994,0,1.0,2,5.8,4.0,5.0,Yes,6.9,Mavelikkara,24.6,31.9,13.7,1.6,4.0,7.0,9.4,1.8,9.528411,76.190433
2025-04-29,Wayanad,Alappuzha,3,India,Villa,Semi-Furnished,18855034,5,4.0,1,3340,3340,0,29.94,2003,2014,0.0,2,12.2,10.0,12.1,Yes,8.9,Alappuzha,24.8,62.6,9.9,13.2,7.4,8.6,8.7,7.3,9.564195,76.366354
2023-08-30,Thiruvananthapuram,Kollam,1,India,Apartment,Semi-Furnished,22330196,4,3.0,1,2500,2500,0,17.22,2022,0,0.0,5,1.5,1.0,1.1,Yes,3.6,Kundara,46.9,36.0,14.9,20.4,6.9,4.6,5.0,5.0,8.801166,76.552278
2024-12-24,Kochi,Palakkad,1,India,Villa,Fully Furnished,5975954,1,1.0,1,729,729,0,18.37,1988,0,1.0,5,4.0,4.0,4.4,Yes,6.8,Palakkad,28.8,7.8,17.0,28.4,7.1,4.5,9.9,2.5,10.801097,76.654197
2025-04-09,Kozhikode,Thiruvananthapuram,1,India,Villa,Fully Furnished,26734222,6,5.0,2,4074,2037,2037,31.58,1988,0,0.0,2,4.9,4.0,5.0,Yes,7.0,Neyyattinkara,23.9,19.9,0.4,3.8,4.9,3.1,8.3,4.9,8.496626,76.931721
2023-03-18,Kannur,Thiruvananthapuram,1,India,Independent House,Unfurnished,7245444,2,2.0,1,1125,1125,0,6.3,1985,0,4.0,4,2.9,3.0,2.5,Yes,7.9,Parassala,13.7,69.1,17.6,13.1,8.0,4.4,5.3,1.5,8.499842,76.952205
2025-03-20,Palakkad,Ernakulam,1,India,Independent House,Fully Furnished,20650998,6,5.0,1,4162,4162,0,11.94,2023,0,2.0,3,5.2,4.0,5.0,Yes,4.3,Muvattupuzha,16.9,56.3,5.5,28.3,5.1,8.5,3.0,1.9,10.097719,76.084667
2024-03-08,Wayanad,Alappuzha,3,India,Apartment,Semi-Furnished,13803295,4,4.0,1,2500,2500,0,18.82,2010,0,1.0,4,12.7,10.0,13.0,Yes,4.1,Haripad,26.3,41.1,19.4,14.3,6.1,7.2,4.6,6.9,9.471052,76.344121
2023-05-24,Thrissur,Palakkad,1,India,Apartment,Semi-Furnished,4173593,1,1.0,1,612,612,0,17.21,1998,0,3.0,4,4.5,4.0,4.2,Yes,7.4,Chittur,22.2,21.1,8.7,26.9,4.0,8.5,6.0,5.4,10.80368,76.620247
2024-04-01,Kannur,Kozhikode,1,India,Independent House,Unfurnished,22226630,4,4.0,3,2654,885,1769,10.9,1998,0,2.0,2,5.8,4.0,5.0,Yes,7.0,Nadakkavu,1.6,39.0,17.1,20.6,8.0,6.5,2.6,6.8,11.119462,75.80624
2023-05-09,Kozhikode,Palakkad,1,India,Apartment,Unfurnished,20069169,4,4.0,1,2500,2500,0,20.43,2025,0,2.0,3,3.7,4.0,4.1,Yes,7.0,Cherpulassery,41.4,63.5,4.2,26.0,4.2,5.5,2.9,6.9,10.918188,76.527291
2024-10-09,Thiruvananthapuram,Ernakulam,1,India,Villa,Fully Furnished,19497357,3,2.0,2,2365,1182,1183,16.14,1985,0,1.0,3,4.7,4.0,4.8,Yes,7.1,Kochi,44.9,8.4,10.6,22.9,7.1,3.8,4.7,9.5,10.049106,76.263718
2024-08-23,Palakkad,Ernakulam,1,India,Apartment,Fully Furnished,4491600,1,1.0,1,912,912,0,17.58,2025,0,1.0,2,5.2,4.0,5.0,Yes,5.3,Perumbavoor,7.4,79.6,1.5,2.6,8.8,5.7,3.4,1.3,9.975094,76.205768
2024-05-14,Palakkad,Kottayam,1,India,Independent House,Semi-Furnished,6819284,2,2.0,1,1070,1070,0,14.04,2005,0,3.0,2,2.2,2.6,2.7,Yes,6.9,Changanassery,27.9,69.1,14.7,23.0,7.1,9.1,4.2,3.7,9.563244,76.624004
2024-01-20,Kozhikode,Thrissur,1,India,Villa,Fully Furnished,12823417,2,2.0,2,1599,800,799,21.19,2020,0,0.0,5,2.9,3.2,3.3,No,7.0,Wadakkanchery,5.9,26.8,18.9,4.3,7.2,5.8,9.2,6.7,10.566612,76.348585
2024-08-10,Kannur,Kozhikode,1,India,Apartment,Fully Furnished,26028106,4,4.0,1,2500,2500,0,14.07,1985,0,4.0,5,1.9,1.4,2.1,Yes,5.2,Nadakkavu,33.8,69.9,16.9,22.6,9.2,7.0,7.0,7.6,11.354193,75.815127
2025-03-25,Thiruvananthapuram,Wayanad,1,India,Apartment,Fully Furnished,18236721,3,3.0,1,2212,2212,0,10.8,1987,2015,2.0,2,2.7,2.5,3.1,Yes,9.9,Pulpally,14.4,55.2,13.7,12.9,10.0,9.4,6.9,1.7,11.819515,76.165119
2024-09-15,Kannur,Kollam,1,India,Villa,Fully Furnished,6145448,1,1.0,1,1014,1014,0,6.79,2002,0,,4,2.4,2.7,2.8,,7.4,Kottarakkara,33.1,54.0,2.6,20.7,4.4,7.5,8.2,4.1,8.956239,76.566274
2025-01-05,Kottayam,Kottayam,1,India,Villa,Unfurnished,25808501,5,5.0,3,3485,1162,2323,22.11,1985,0,0.0,3,1.4,1.7,1.2,Yes,4.4,Kottayam,36.5,12.9,19.7,2.3,6.3,7.1,6.0,5.9,9.595324,76.464206
2024-06-13,Wayanad,Pathanamthitta,3,India,Villa,Semi-Furnished,4719698,1,1.0,1,1014,1014,0,6.6,2021,0,4.0,3,12.4,10.0,12.8,Yes,7.7,Pathanamthitta,38.5,72.7,7.0,3.9,5.5,9.5,5.5,5.6,9.339167,76.695736
2023-10-16,Thrissur,Thrissur,1,India,Apartment,Unfurnished,19298044,4,4.0,1,2500,2500,0,17.26,1985,0,3.0,2,3.5,3.9,3.2,Yes,4.7,Ollur,5.8,37.1,12.7,3.6,3.5,5.2,3.0,9.2,10.582588,76.194748
2024-01-03,Palakkad,Thrissur,1,India,Independent House,Fully Furnished,25052066,5,5.0,1,3747,3747,0,22.53,1991,0,2.0,4,2.1,2.4,2.1,Yes,7.9,Chavakkad,45.8,64.7,5.6,11.6,5.6,9.8,10.0,9.8,10.6137,76.27007
2023-07-17,Kozhikode,Ernakulam,1,India,Apartment,Fully Furnished,19563764,4,4.0,1,2500,2500,0,19.63,2000,2011,3.0,4,3.9,3.7,4.2,Yes,8.6,Kothamangalam,11.9,25.4,16.6,5.5,7.9,9.1,7.5,6.0,10.125652,76.348462
2024-10-27,Kochi,Ernakulam,1,India,Villa,Semi-Furnished,8589367,1,1.0,1,659,659,0,19.25,2025,0,4.0,4,3.1,2.8,2.6,Yes,5.0,Infopark,2.4,26.0,7.7,0.7,9.0,6.9,7.1,2.7,9.854237,76.284644
2023-10-24,Kochi,Kasaragod,1,India,Independent House,Semi-Furnished,11284239,2,2.0,1,1071,1071,0,5.3,2017,0,4.0,2,4.5,4.0,4.3,Yes,8.2,Uppala,28.0,77.2,7.9,26.4,8.8,5.8,4.0,5.4,12.406239,74.948538
2024-12-28,Kottayam,Kollam,1,India,Villa,Unfurnished,6931224,1,1.0,1,829,829,0,17.54,2021,0,1.0,2,1.6,2.0,2.1,Yes,7.2,Pathanapuram,18.9,40.7,0.3,22.7,3.1,3.8,2.8,9.0,9.010898,76.641003
2023-01-25,Kannur,Kasaragod,1,India,Villa,Unfurnished,27257067,6,5.0,2,4691,2346,2345,13.59,2023,0,0.0,3,3.7,3.5,3.8,Yes,8.0,Cheruvathur,41.6,6.7,11.6,17.3,5.8,5.7,7.3,5.5,12.444086,74.908903
2024-05-09,Kozhikode,Malappuram,1,India,Independent House,Unfurnished,21382126,3,3.0,2,2134,1067,1067,21.1,2004,0,2.0,2,2.1,2.0,2.6,Yes,9.9,Kottakkal,40.5,67.2,5.2,21.9,9.6,5.6,4.9,4.1,11.042623,75.982675
2023-09-04,Thiruvananthapuram,Palakkad,1,India,Villa,Unfurnished,23039109,5,4.0,2,3662,1831,1831,20.96,2007,0,,5,5.9,4.0,5.0,,6.1,Chittur,16.2,19.7,18.5,9.4,6.9,4.8,6.5,3.4,10.726309,76.674961
2023-03-25,Wayanad,Alappuzha,3,India,Apartment,Unfurnished,13895460,3,3.0,1,2002,2002,0,11.12,1998,0,4.0,5,10.3,10.0,10.0,Yes,5.1,Cherthala,47.7,70.5,15.7,21.3,9.9,6.4,2.1,1.8,9.582425,76.378701
2023-07-24,Kottayam,Malappuram,1,India,Apartment,Semi-Furnished,17612438,4,3.0,1,2500,2500,0,14.65,1994,0,1.0,2,1.9,2.4,1.7,No,4.9,Tanur,14.9,73.5,19.1,15.8,5.4,9.8,8.6,5.4,10.856697,76.104349
2025-01-27,Kottayam,Palakkad,1,India,Independent House,Unfurnished,35090823,6,5.0,2,4731,2366,2365,22.95,2017,0,0.0,4,2.4,2.0,2.3,Yes,5.0,Chittur,26.0,7.7,7.9,3.1,5.8,5.6,7.9,7.2,10.785763,76.683111
2025-05-03,Kottayam,Ernakulam,1,India,Villa,Semi-Furnished,15198680,4,4.0,2,3079,1540,1539,27.37,2019,0,4.0,3,4.5,4.0,4.3,Yes,6.4,Tripunithura,13.2,47.4,13.3,20.1,6.2,5.2,8.1,1.0,10.109297,76.124941
2023-09-14,Kozhikode,Ernakulam,1,India,Independent House,Unfurnished,35030163,6,5.0,3,4851,1617,3234,25.1,2003,0,2.0,3,3.5,3.6,3.5,No,7.1,Kaloor,46.8,78.6,9.1,29.8,9.0,5.0,7.8,1.3,9.932712,76.337273
2025-03-15,Kozhikode,Kozhikode,1,India,Independent House,Semi-Furnished,23957384,5,5.0,1,3272,3272,0,21.12,1987,0,2.0,5,3.3,3.2,3.4,Yes,7.0,Balussery,8.6,74.6,18.2,8.1,5.0,3.2,3.1,4.2,11.133472,75.898076
2023-05-14,Alappuzha,Ernakulam,1,India,Apartment,Semi-Furnished,15875117,2,2.0,1,1584,1584,0,19.19,1985,0,2.0,2,1.3,1.1,1.5,Yes,8.0,Thevara,2.7,43.0,6.6,0.6,6.1,4.0,1.2,3.3,10.009469,76.357727
2025-05-02,Kozhikode,Thiruvananthapuram,1,India,Independent House,Semi-Furnished,9832090,1,1.0,1,895,895,0,11.46,2005,0,1.0,5,5.1,4.0,5.0,Yes,6.5,Kazhakkoottam,22.0,55.1,6.7,22.6,8.5,4.6,6.3,10.0,8.474325,77.005101
2025-01-17,Thiruvananthapuram,Ernakulam,1,India,Independent House,Fully Furnished,7594329,1,1.0,1,755,755,0,23.14,1992,0,3.0,3,4.1,4.0,4.3,Yes,9.1,Infopark,49.6,49.1,7.4,8.7,5.3,9.0,5.9,4.4,10.065478,76.30863
2023-10-31,Wayanad,Thrissur,3,India,Villa,Semi-Furnished,6868138,2,2.0,1,1530,1530,0,17.13,2019,0,4.0,5,12.2,10.0,12.1,Yes,6.0,Ollur,44.6,17.9,10.1,12.5,5.9,8.4,5.5,5.6,10.538752,76.231627
2024-10-05,Kochi,Ernakulam,1,India,Villa,Semi-Furnished,63010431,6,5.0,2,4542,2271,2271,16.76,2011,0,2.0,2,1.6,1.2,1.8,Yes,10.0,Muvattupuzha,37.6,52.9,17.8,0.7,9.2,8.1,4.8,9.2,9.910932,76.278198
2024-02-05,Thrissur,Alappuzha,1,India,Apartment,Fully Furnished,11023830,2,1.0,1,1643,1643,0,14.45,2008,0,3.0,5,5.0,4.0,4.8,Yes,7.6,Kuttanad,44.6,28.0,4.3,2.4,5.5,4.2,6.5,7.2,9.477798,76.360672
2025-02-24,Kottayam,Kozhikode,1,India,Villa,Semi-Furnished,29628367,6,5.0,3,4280,1427,2853,23.48,2021,0,1.0,4,3.3,3.6,3.5,Yes,5.0,Ramanattukara,44.7,28.4,13.1,21.4,6.8,9.9,5.9,7.4,11.339986,75.695317
2023-05-02,Thrissur,Ernakulam,1,India,Apartment,Fully Furnished,17523826,4,3.0,1,2500,2500,0,11.79,2015,0,0.0,4,6.0,4.0,5.0,No,4.6,Vyttila,26.2,34.8,6.3,28.9,3.5,9.7,7.8,4.9,9.969999,76.408516
2023-03-02,Wayanad,Kollam,3,India,Independent House,Fully Furnished,7427314,2,1.0,1,1213,1213,0,19.92,1998,0,3.0,5,11.2,10.0,11.0,Yes,7.4,Sasthamcotta,16.1,68.5,1.8,17.9,9.7,7.6,8.8,4.2,8.830513,76.52422
2024-09-09,Kozhikode,Idukki,1,India,Independent House,Unfurnished,13919866,2,2.0,1,1244,1244,0,22.65,1985,0,4.0,4,2.0,1.6,1.9,Yes,6.1,Kumily,38.7,20.6,19.1,25.3,7.6,9.6,2.6,9.0,9.866184,77.037551
2024-03-26,Kollam,Kozhikode,1,India,Independent House,Fully Furnished,14546912,3,3.0,1,2027,2027,0,23.96,1991,0,4.0,4,1.8,2.2,2.0,Yes,7.8,Ramanattukara,33.3,21.6,15.8,6.6,9.7,8.5,6.1,4.6,11.260914,75.886317
2025-03-14,Kottayam,Ernakulam,1,India,Independent House,Unfurnished,6215186,1,1.0,1,888,888,0,23.29,2014,0,4.0,3,1.0,1.4,1.1,Yes,7.4,Kochi,19.0,2.6,19.0,2.5,8.7,3.9,5.7,2.0,10.048544,76.357346
2023-01-05,Kozhikode,Thiruvananthapuram,1,India,Apartment,Unfurnished,19934255,4,4.0,1,2500,2500,0,22.42,2002,0,0.0,4,2.5,2.3,2.5,Yes,6.4,Thiruvananthapuram,5.2,14.1,8.1,10.7,8.3,7.0,6.4,2.1,8.564329,77.126212
2024-01-02,Wayanad,Kottayam,3,India,Apartment,Fully Furnished,12974981,4,3.0,1,2500,2500,0,18.62,2016,0,1.0,3,10.0,9.8,9.9,Yes,5.0,Ettumanoor,37.5,78.3,15.2,6.6,3.9,5.1,2.6,10.0,9.573587,76.359718
2025-01-28,Thiruvananthapuram,Thiruvananthapuram,1,India,Villa,Fully Furnished,28478997,5,4.0,2,3519,1760,1759,28.39,2016,2022,1.0,5,5.6,4.0,5.0,Yes,3.8,Sreekaryam,13.5,35.8,13.1,18.7,6.4,5.2,2.7,8.1,8.64834,76.903384
2024-07-23,Alappuzha,Alappuzha,1,India,Apartment,Unfurnished,8785708,2,2.0,1,1598,1598,0,14.93,2014,0,1.0,5,4.3,4.0,4.2,Yes,5.7,Alappuzha,46.9,17.2,12.5,28.7,3.1,8.1,3.8,6.1,9.49863,76.434764
2023-10-17,Kollam,Thiruvananthapuram,1,India,Independent House,Fully Furnished,18471422,5,5.0,2,3214,1607,1607,23.58,2008,2024,0.0,3,3.7,3.4,3.7,No,8.0,Kilimanoor,12.4,77.3,1.0,7.3,6.9,7.4,5.3,6.6,8.391819,76.839868
2024-05-14,Kochi,Kollam,1,India,Apartment,Unfurnished,7039117,1,1.0,1,697,697,0,15.19,1985,0,3.0,4,5.1,4.0,5.0,Yes,6.9,Kollam,6.6,4.1,1.6,27.1,9.7,6.9,3.9,3.0,8.761898,76.526469
2024-05-12,Palakkad,Kannur,1,India,Villa,Semi-Furnished,28663425,5,4.0,2,3746,1873,1873,25.41,1992,0,3.0,4,2.5,2.2,2.1,Yes,4.3,Mattannur,41.6,39.8,4.1,16.3,5.7,10.0,4.5,7.5,11.905171,75.411935
